Periodo;Nombre completo;Id. del estudiante;Correo electrónico;Fecha de inscripción;Título de la clase;Curso de ALEKS;Fecha inicial de la verificación de conocimientos;Icfes nuevo;Icfes Matemáticas;Tiempo empleado en la verificación de conocimientos;Dominados (cantidad de temas);Primera verificación de conocimientos - Cantidad total de temas disponibles;Progreso (cantidad de temas);Mejor progreso en el gráfico circular - Cantidad total de temas disponibles;Tiempo Total Tiempo;Tiempo total - Practicados;Tiempo total - Aprendidos/hora;Tiempo total dedicado a esta clase;programa en matricula;division en matricula;Asignatura Relacionada;Mat Curso Asignatura Relacionada;Categoria temas final;avance precalculo aleks;Categoria temas inicial;nota primer parcial;pidm en matricula;avance cuartiles;cumplimiento temas;nota final
202410;N;13;N;11/01/2024 2:10:07 p. m.;202410 Pre-Cálculo ANEC;Precálculo;11/01/2024 2:19:12 p. m.;325;77;0,166666667;0;79;37;79;31,66666667;44;1,042297265;31,66666667;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;37;0 No dominó temas;3,9;13;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;1,5
202410;N;14;N;11/01/2024 2:08:47 p. m.;202410 Pre-Cálculo ANEC;Precálculo;11/01/2024 2:16:28 p. m.;316;57;0,35;0;79;29;79;25,1;31;0,916050803;25,1;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;29;0 No dominó temas;3,5;14;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3
202410;N;15;N;15/01/2024 9:03:11 a. m.;202410 Pre-Cálculo ANEC;Precálculo;15/01/2024 9:08:12 a. m.;317;68;0,216666667;0;79;8;79;21,01666667;14;0,380544655;21,01666667;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;8;0 No dominó temas;3,1;15;0 Avance menor a 18 temas;No alcanzo meta;3
202410;N;16;N;15/01/2024 9:06:10 a. m.;202410 Pre-Cálculo ANEC;Precálculo;15/01/2024 9:10:36 a. m.;335;64;0,083333333;0;79;23;79;17,3;26;1,271370094;17,3;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;23;0 No dominó temas;2,3;16;1 Avance entre [ 18 - 37 temas];No alcanzo meta;1,5
202410;N;17;N;16/01/2024 9:02:40 a. m.;202410 Pre-Cálculo ANEC;Precálculo;16/01/2024 9:11:29 a. m.;254;53;0,633333333;0;79;15;79;16,11666667;16;0,930665426;16,11666667;Contaduría Pública;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;15;0 No dominó temas;2,4;17;0 Avance menor a 18 temas;No alcanzo meta;3
202410;N;18;N;11/01/2024 2:13:37 p. m.;202410 Pre-Cálculo ANEC;Precálculo;11/01/2024 2:18:47 p. m.;247;54;0,1;0;79;27;79;25;33;1,15978093;25;Contaduría Pública;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;27;0 No dominó temas;4,4;18;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,1
202410;N;19;N;11/01/2024 2:13:28 p. m.;202410 Pre-Cálculo ANEC;Precálculo;11/01/2024 2:19:26 p. m.;337;68;0,366666667;0;79;45;79;35,35;45;1,131399478;35,35;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;45;0 No dominó temas;4,3;19;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;3,2
202410;N;20;N;18/01/2024 6:33:57 p. m.;202410 Pre-Cálculo ANEC;Precálculo;27/01/2024 2:53:56 p. m.;381;73;0,15;0;79;0;79;0,516666667;1;0;0,516666667;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;0 No dominó temas;0;0 No dominó temas;5;20;0 Avance menor a 18 temas;No alcanzo meta;4,6
202410;N;21;N;16/01/2024 8:42:52 a. m.;202410 Pre-Cálculo ANEC;Precálculo;16/01/2024 8:48:01 a. m.;345;71;0,516666667;0;79;11;79;8,733333333;13;1,260624582;8,733333333;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;11;0 No dominó temas;2,4;21;0 Avance menor a 18 temas;No alcanzo meta;3,1
202410;N;22;N;16/01/2024 1:45:17 p. m.;202410 Pre-Cálculo ANEC;Precálculo;16/01/2024 1:48:13 p. m.;308;58;0,183333333;0;79;42;79;18,13333333;33;1,654589187;18,13333333;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;42;0 No dominó temas;4,7;22;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,5
202410;N;23;N;15/01/2024 9:37:06 a. m.;202410 Pre-Cálculo ANEC;Precálculo;15/01/2024 9:48:09 a. m.;325;58;0,566666667;0;79;27;79;19,76666667;31;1,365475388;19,76666667;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;27;0 No dominó temas;4,3;23;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3
202410;N;24;N;11/01/2024 2:12:12 p. m.;202410 Pre-Cálculo ANEC;Precálculo;11/01/2024 2:19:09 p. m.;362;78;0,133333333;0;79;43;79;44,08333333;47;1,020845411;44,08333333;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;43;0 No dominó temas;3,9;24;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;3,7
202410;N;25;N;19/01/2024 11:00:54 a. m.;202410 Pre-Cálculo ANEC;Precálculo;-;409;76;;0;79;0;0;;;;0;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;0 No dominó temas;0;0 No dominó temas;3,8;25;0 Avance menor a 18 temas;No alcanzo meta;4,3
202410;N;26;N;15/01/2024 9:03:06 a. m.;202410 Pre-Cálculo ANEC;Precálculo;15/01/2024 9:09:35 a. m.;274;61;1,266666667;0;79;23;79;21,01666667;25;1,094167085;21,01666667;Contaduría Pública;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;23;0 No dominó temas;4,7;26;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,9
202410;N;27;N;15/01/2024 9:49:38 a. m.;202410 Pre-Cálculo ANEC;Precálculo;15/01/2024 9:53:32 a. m.;323;67;0,333333333;0;79;24;79;22,73333333;34;1,231250305;22,73333333;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;24;0 No dominó temas;2,5;27;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,2
202410;N;28;N;15/01/2024 9:48:52 a. m.;202410 Pre-Cálculo ANEC;Precálculo;15/01/2024 9:53:53 a. m.;303;62;0,516666667;0;79;59;79;26,7;49;1,835416038;26,7;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;4 Temas Parcial 2 Cálculo I;59;0 No dominó temas;3,5;28;3 Avance superior a 55 temas;Cumplimiento meta;3
202410;N;29;N;11/01/2024 2:10:37 p. m.;202410 Pre-Cálculo ANEC;Precálculo;11/01/2024 2:13:26 p. m.;307;63;0,266666667;0;79;30;79;19,51666667;47;1,64002107;19,51666667;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;30;0 No dominó temas;3,1;29;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,1
202410;N;30;N;15/01/2024 9:46:10 a. m.;202410 Pre-Cálculo ANEC;Precálculo;15/01/2024 9:55:44 a. m.;275;56;0,266666667;0;79;11;79;12,66666667;15;0,868497237;12,66666667;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;11;0 No dominó temas;2,2;30;0 Avance menor a 18 temas;No alcanzo meta;2,7
202410;N;31;N;15/01/2024 9:54:55 a. m.;202410 Pre-Cálculo ANEC;Precálculo;15/01/2024 9:57:03 a. m.;335;67;0,183333333;0;79;44;79;18,86666667;31;1,53730618;18,86666667;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;44;0 No dominó temas;2,6;31;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;3
202410;N;32;N;15/01/2024 9:03:09 a. m.;202410 Pre-Cálculo ANEC;Precálculo;15/01/2024 9:09:32 a. m.;351;66;0,716666667;0;79;35;79;20,41666667;33;1,468808225;20,41666667;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;35;0 No dominó temas;4,2;32;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4
202410;N;33;N;11/01/2024 2:07:27 p. m.;202410 Pre-Cálculo ANEC;Precálculo;11/01/2024 2:18:13 p. m.;308;66;0,233333333;0;79;34;79;40,18333333;38;0,821349558;40,18333333;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;34;0 No dominó temas;1,5;33;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;2,8
202410;N;34;N;15/01/2024 9:09:33 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;-;267;51;;0;79;0;0;;;;0;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;0 No dominó temas;0;0 No dominó temas;3,1;34;0 Avance menor a 19 temas;No alcanzo meta;1,5
202410;N;35;N;11/01/2024 1:54:30 p. m.;202410 Pre-Cálculo ING-GEO;Precálculo;11/01/2024 1:58:22 p. m.;313;68;0,416666667;0;79;52;79;62,06666667;74;1,047125105;62,06666667;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;3 Temas Parcial 1 Cálculo I;52;0 No dominó temas;3;35;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3
202410;N;36;N;11/01/2024 8:42:11 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;11/01/2024 9:04:01 a. m.;259;44;0,266666667;0;79;30;79;54,96666667;53;0,618550449;54,96666667;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;30;0 No dominó temas;2;36;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,3
202410;N;37;N;15/01/2024 8:45:19 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 8:50:50 a. m.;285;62;0,566666667;0;79;28;79;36,83333333;38;0,923042118;36,83333333;Ingeniería Civil;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;28;0 No dominó temas;2;37;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,5
202410;N;38;N;15/01/2024 9:07:54 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:15:15 a. m.;322;68;0,8;0;79;33;79;26,73333333;34;1,047610139;26,73333333;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;3 Temas Parcial 1 Cálculo I;33;0 No dominó temas;3;38;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,4
202410;N;39;N;15/01/2024 8:58:54 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:04:03 a. m.;314;61;0,35;0;79;34;79;36,43333333;37;0,74116436;36,43333333;Ingeniería Mecánica;División de Ingenierías;CALCULO I;MAT1101;3 Temas Parcial 1 Cálculo I;34;0 No dominó temas;2,2;39;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,5
202410;N;40;N;15/01/2024 9:05:02 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:10:44 a. m.;296;66;0,033333333;0;79;5;79;17,86666667;10;0,279724627;17,86666667;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;5;0 No dominó temas;2;40;0 Avance menor a 19 temas;No alcanzo meta;1,5
202410;N;41;N;17/01/2024 8:27:24 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;17/01/2024 8:31:43 a. m.;325;63;0,166666667;0;79;30;79;14,3;20;1,398927489;14,3;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;30;0 No dominó temas;3,2;41;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,6
202410;N;42;N;15/01/2024 8:45:21 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 8:49:52 a. m.;304;57;0,633333333;0;79;8;79;11,15;10;0,717202909;11,15;Ingeniería Civil;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;8;0 No dominó temas;2;42;0 Avance menor a 19 temas;No alcanzo meta;1,5
202410;N;43;N;15/01/2024 8:56:37 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:01:42 a. m.;342;70;0,45;0;79;62;79;55,08333333;68;1,1075694;55,08333333;Ingeniería Mecánica;División de Ingenierías;CALCULO I;MAT1101;4 Temas Parcial 2 Cálculo I;62;0 No dominó temas;3,4;43;3 Avance superior a 60 temas;Cumplimiento meta;3,2
202410;N;44;N;15/01/2024 9:06:13 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:09:49 a. m.;353;68;0,516666667;0;79;35;79;22,6;31;1,239181747;22,6;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;3 Temas Parcial 1 Cálculo I;35;0 No dominó temas;3,1;44;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,3
202410;N;45;N;15/01/2024 8:50:40 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 8:54:59 a. m.;443;100;0,05;0;79;37;79;58,46666667;43;0,615814457;58,46666667;Ingeniería Electrónica;División de Ingenierías;CALCULO I;MAT1101;3 Temas Parcial 1 Cálculo I;37;0 No dominó temas;2,14;45;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,5
202410;N;46;N;15/01/2024 8:58:38 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:03:16 a. m.;305;59;0,1;0;79;4;79;13,03333333;8;0,307036247;13,03333333;Ingeniería Mecánica;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;4;0 No dominó temas;2;46;0 Avance menor a 19 temas;No alcanzo meta;2,8
202410;N;47;N;15/01/2024 1:55:57 p. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 2:01:57 p. m.;336;66;0,483333333;0;79;21;79;20,98333333;31;1,238865432;20,98333333;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;21;0 No dominó temas;2,8;47;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3
202410;N;48;N;16/01/2024 8:48:03 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;16/01/2024 9:05:32 a. m.;335;63;0,266666667;0;79;13;79;6,783333333;15;1,914345318;6,783333333;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;13;0 No dominó temas;3,8;48;0 Avance menor a 19 temas;No alcanzo meta;3,6
202410;N;49;N;11/01/2024 8:46:31 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;11/01/2024 9:05:18 a. m.;288;57;0,2;0;79;38;79;28,9;43;1,315017928;28,9;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;3 Temas Parcial 1 Cálculo I;38;0 No dominó temas;2;49;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,5
202410;N;50;N;15/01/2024 9:11:17 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:25:10 a. m.;319;74;0,583333333;0;79;30;79;35,91666667;29;0,695953418;35,91666667;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;30;0 No dominó temas;2,8;50;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,5
202410;N;51;N;15/01/2024 9:06:46 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:11:45 a. m.;363;73;0,416666667;0;79;47;79;25,8;42;1,550070507;25,8;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;3 Temas Parcial 1 Cálculo I;47;0 No dominó temas;2,5;51;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,5
202410;N;52;N;15/01/2024 9:02:49 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:11:59 a. m.;269;61;1,416666667;0;79;13;79;43,61666667;19;0,298005654;43,61666667;Geología;División de Ciencias Básicas;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;13;0 No dominó temas;2,2;52;0 Avance menor a 19 temas;No alcanzo meta;2,4
202410;N;53;N;15/01/2024 8:54:08 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 8:58:24 a. m.;372;74;0,116666667;0;79;40;79;20,31666667;41;1,870897155;20,31666667;Ingeniería Mecánica;División de Ingenierías;CALCULO I;MAT1101;3 Temas Parcial 1 Cálculo I;40;0 No dominó temas;3,7;53;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,4
202410;N;54;N;15/01/2024 9:07:17 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:10:21 a. m.;296;60;0,25;0;79;25;79;22,55;31;1,197619546;22,55;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;25;0 No dominó temas;3;54;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3
202410;N;55;N;15/01/2024 9:05:24 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:07:50 a. m.;327;65;0,25;0;79;13;79;19,68333333;16;0,660503846;19,68333333;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;13;0 No dominó temas;1,32;55;0 Avance menor a 19 temas;No alcanzo meta;1,5
202410;N;56;N;11/01/2024 9:06:42 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;11/01/2024 9:28:46 a. m.;310;66;0,5;0;79;21;79;22;25;0,954509299;22;Ingeniería Eléctrica;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;21;0 No dominó temas;1;56;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,5
202410;N;57;N;19/01/2024 8:33:24 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;19/01/2024 8:39:53 a. m.;356;61;0,583333333;0;79;4;79;5,366666667;6;0,745380196;5,366666667;Ingeniería Electrónica;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;4;0 No dominó temas;2,77;57;0 Avance menor a 19 temas;No alcanzo meta;3
202410;N;58;N;15/01/2024 9:02:19 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:08:05 a. m.;310;66;0,066666667;0;79;25;79;24,93333333;23;0,802264168;24,93333333;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;25;0 No dominó temas;1,2;58;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,5
202410;N;59;N;15/01/2024 9:06:39 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:12:05 a. m.;347;65;0,833333333;0;79;46;79;33,26666667;47;1,292488039;33,26666667;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;3 Temas Parcial 1 Cálculo I;46;0 No dominó temas;2;59;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;2,3
202410;N;60;N;16/01/2024 1:38:45 p. m.;202410 Pre-Cálculo ING-GEO;Precálculo;-;279;50;;0;79;0;0;1,266666667;0;0;1,266666667;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;0 No dominó temas;0;0 No dominó temas;2,5;60;0 Avance menor a 19 temas;No alcanzo meta;2,6
202410;N;61;N;11/01/2024 2:20:40 p. m.;202410 Pre-Cálculo ING-GEO;Precálculo;11/01/2024 2:25:13 p. m.;284;58;0,15;0;79;9;79;12,9;13;0,697824682;12,9;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;9;0 No dominó temas;3;61;0 Avance menor a 19 temas;No alcanzo meta;3
202410;N;62;N;15/01/2024 8:54:36 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 8:57:43 a. m.;287;59;0,366666667;0;79;37;79;33,15;47;1,236729872;33,15;Ingeniería Electrónica;División de Ingenierías;CALCULO I;MAT1101;3 Temas Parcial 1 Cálculo I;37;0 No dominó temas;1,75;62;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,5
202410;N;63;N;16/01/2024 2:53:59 p. m.;202410 Pre-Cálculo ING-GEO;Precálculo;16/01/2024 2:57:04 p. m.;258;53;0,033333333;0;79;3;79;8,45;6;0,354971241;8,45;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;3;0 No dominó temas;1;63;0 Avance menor a 19 temas;No alcanzo meta;1,5
202410;N;64;N;15/01/2024 9:09:50 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:14:21 a. m.;339;68;0,666666667;0;79;27;79;21,96666667;29;1,183656436;21,96666667;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;27;0 No dominó temas;2,4;64;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,7
202410;N;65;N;15/01/2024 9:09:38 a. m.;202410 Pre-Cálculo ING-GEO;Precálculo;15/01/2024 9:14:18 a. m.;334;67;0,25;0;79;26;79;17,85;27;1,4571949;17,85;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;26;0 No dominó temas;2,2;65;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,3
